6-digit activity code,Activity,Examples,,,,,,,,,,,,,,,,,,,,,,,
010101,Sleeping,,,,,,,,,,,,,,,,,,,,,,,,
,,"selling items at auction, yard sale",listing/selling items on e-bay,,,,,,,,,,,,,,,,,,,,,,
,,selling items at flea market,collecting aluminum cans to sell for self,,,,,,,,,,,,,,,,,,,,,,
,,selling own used textbooks for pay,selling items at a garage sale,,,,,,,,,,,,,,,,,,,,,,
050401,Job search activities,,,,,,,,,,,,,,,,,,,,,,,,
,,contacting employer,reading ads in paper/on Internet,,,,,,,,,,,,,,,,,,,,,,
,,sending out resumes,checking vacancies,,,,,,,,,,,,,,,,,,,,,,
,,sending resumes to employers,writing/updating resume,,,,,,,,,,,,,,,,,,,,,,
,,placing/answering ads,picking up job application,,,,,,,,,,,,,,,,,,,,,,
,,researching details about a job,making phone calls to prospective. employer,,,,,,,,,,,,,,,,,,,,,,
,,asking about job openings,asking former employers to provide references,,,,,,,,,,,,,,,,,,,,,,
,,researching an employer,auditioning for acting role (non-volunteer),,,,,,,,,,,,,,,,,,,,,,
,,submitting applications,auditioning for band/symphony (non-volunteer),,,,,,,,,,,,,,,,,,,,,,
,,meeting with headhunter/temp agency,filling out job application,,,,,,,,,,,,,,,,,,,,,,
050403,Job interviewing ,,,,,,,,,,,,,,,,,,,,,,,,
,,interviewing by phone or in person,preparing for interview,,,,,,,,,,,,,,,,,,,,,,
,,scheduling/canceling interview (for self),,,,,,,,,,,,,,,,,,,,,,,
050404,Waiting associated with job search or interview,,,,,,,,,,,,,,,,,,,,,,,,
,,waiting to go in for an interview,,,,,,,,,,,,,,,,,,,,,,,
050405,Security procedures rel. to job search/interviewing,,,,,,,,,,,,,,,,,,,,,,,,
,,opening bags for security search (job search),passing through metal detector (job search),,,,,,,,,,,,,,,,,,,,,,
,,being searched at security checkpoint (job search),,,,,,,,,,,,,,,,,,,,,,,
050499,"Job search and Interviewing, n.e.c.*",,,,,,,,,,,,,,,,,,,,,,,,
059999,"Work and work-related activities, n.e.c.*",,,,,,,,,,,,,,,,,,,,,,,,
060101,"Taking class for degree, certification, or licensure",,,,,,,,,,,,,,,,,,,,,,,,
,,"attending class (degree, certificate, or license)","talking to classmates (degree, certificate, or license)",,,,,,,,,,,,,,,,,,,,,,
,,"auditing a course (degree, certificate, or license)","listening to a lecture (degree, certificate, or license)",,,,,,,,,,,,,,,,,,,,,,
,,"taking a field trip (degree, certificate, or license)","attending a seminar (degree, certificate, or license)",,,,,,,,,,,,,,,,,,,,,,
,,"attending practicum/internships (degree, certificate, or license)","taking on-line course (degree, certificate, or license)",,,,,,,,,,,,,,,,,,,,,,
,,"taking exams (degree, certificate, or license)","talking to teacher (degree, certificate, or license)",,,,,,,,,,,,,,,,,,,,,,
060102,Taking class for personal interest,,,,,,,,,,,,,,,,,,,,,,,,
,,"taking an art, craft, hobby, recreational course (personal int.)",taking driving lessons,,,,,,,,,,,,,,,,,,,,,,
,,attending Lamaze class,taking a car maintenance/repair class (personal int.),,,,,,,,,,,,,,,,,,,,,,
,,taking a cooking class (personal int.),dance class (personal int.),,,,,,,,,,,,,,,,,,,,,,
,,taking a financial planning class (personal int.),taking a sewing class (personal int.),,,,,,,,,,,,,,,,,,,,,,
,,taking a retirement planning seminar,taking a pottery class (personal int.),,,,,,,,,,,,,,,,,,,,,,
,,taking personal development classes (personal int.) ,taking a wine appreciation class (personal int.),,,,,,,,,,,,,,,,,,,,,,
,,taking music/voice lessons (personal int.),taking parenting class,,,,,,,,,,,,,,,,,,,,,,
,,taking photography class (personal int.),taking a massage class (personal int.),,,,,,,,,,,,,,,,,,,,,,
,,taking academic class (personal int.),taking on-line course (personal interest),,,,,,,,,,,,,,,,,,,,,,
,,"taking CPR, first aid (personal int.)",talking to teacher (class for personal int.),,,,,,,,,,,,,,,,,,,,,,
,,prenatal/child care classes (personal int.),talking to classmates (class for personal int.),,,,,,,,,,,,,,,,,,,,,,
,,taking self-defense (personal int.),taking driver's education,,,,,,,,,,,,,,,,,,,,,,
060103,Waiting associated with taking classes,,,,,,,,,,,,,,,,,,,,,,,,
,,waiting for the teacher,,,,,,,,,,,,,,,,,,,,,,,
060104,Security procedures rel. to taking classes,,,,,,,,,,,,,,,,,,,,,,,,
,,opening bags for security search (taking classes),passing through metal detector (taking classes),,,,,,,,,,,,,,,,,,,,,,
,,being searched at security checkpoint (taking classes),,,,,,,,,,,,,,,,,,,,,,,
060199,"Taking class, n.e.c.* ",,,,,,,,,,,,,,,,,,,,,,,,
,,"attending class, reason unknown",taking GRE prep course,,,,,,,,,,,,,,,,,,,,,,
,,taking a CPA prep course,taking SAT prep course,,,,,,,,,,,,,,,,,,,,,,
,,having detention,taking GMAT prep course,,,,,,,,,,,,,,,,,,,,,,
,,attending study hall,taking LSAT prep course,,,,,,,,,,,,,,,,,,,,,,
,,having a free period,,,,,,,,,,,,,,,,,,,,,,,
060201,Extracurricular club activities,,,,,,,,,,,,,,,,,,,,,,,,
,,"attending Key Club activities, including meetings",attending National Honor Society activities,,,,,,,,,,,,,,,,,,,,,,
,,attending language club activities,attending pep club activities,,,,,,,,,,,,,,,,,,,,,,
,,attending math club activities,"attending American Field Service activities, inc mtgs",,,,,,,,,,,,,,,,,,,,,,
,,"participating in chess club activities, inc. meetings",practicing for debate club competition,,,,,,,,,,,,,,,,,,,,,,
,,"participating in academic club activities, inc meetings",attending science club activities,,,,,,,,,,,,,,,,,,,,,,
060202,Extracurricular music & performance activities,,,,,,,,,,,,,,,,,,,,,,,,
,,attending band practice,attending play practice,,,,,,,,,,,,,,,,,,,,,,
,,attending choir practice as extracurricular school activity,,,,,,,,,,,,,,,,,,,,,,,
060203,Extracurricular student government activities,,,,,,,,,,,,,,,,,,,,,,,,
,,attending student government meetings,preparing for student govt elections,,,,,,,,,,,,,,,,,,,,,,
060204,Waiting associated with extracurricular activities,,,,,,,,,,,,,,,,,,,,,,,,
,,waiting for band practice to start,waiting for an after-school meeting to start,,,,,,,,,,,,,,,,,,,,,,
060299,"Education-related extracurricular activities, n.e.c.*",,,,,,,,,,,,,,,,,,,,,,,,
060301,"Research/homework for class for degree, certification, or licensure",,,,,,,,,,,,,,,,,,,,,,,,
,,"listening to language cd (degree, certificate, or licensure)","organizing notes (degree, certificate, or licensure)",,,,,,,,,,,,,,,,,,,,,,
,,"writing paper/essay (degree, certificate, or licensure)","reading (degree, certificate, or licensure)",,,,,,,,,,,,,,,,,,,,,,
,,"attending study group (degree, certificate, or licensure)","reading/sending e-mail (degree, certificate, or licensure)",,,,,,,,,,,,,,,,,,,,,,
,,"studying (degree, certificate, or licensure)","reading the Bible/scriptures (degree, certificate, or licensure)",,,,,,,,,,,,,,,,,,,,,,
060302,Research/homework for class for pers. interest,,,,,,,,,,,,,,,,,,,,,,,,
,,listening to language cd (class for personal int.),organizing notes (class for personal int.),,,,,,,,,,,,,,,,,,,,,,
,,writing paper/essay (class for personal int.),reading (class for personal int.),,,,,,,,,,,,,,,,,,,,,,
,,attending study group (class for personal int.),reading/sending e-mail (class for personal int.),,,,,,,,,,,,,,,,,,,,,,
,,studying (class for personal int.),,,,,,,,,,,,,,,,,,,,,,,
060303,Waiting associated with research/homework,,,,,,,,,,,,,,,,,,,,,,,,
,,waiting for study group,,,,,,,,,,,,,,,,,,,,,,,
060399,Research/homework n.e.c.*,,,,,,,,,,,,,,,,,,,,,,,,
,,studying for the SAT,studying for the CPA exam,,,,,,,,,,,,,,,,,,,,,,
,,studying for the GRE,preparing for SAT,,,,,,,,,,,,,,,,,,,,,,
,,studying for the LSAT,preparing for the GRE,,,,,,,,,,,,,,,,,,,,,,
,,studying for the GMAT,preparing for the LSAT,,,,,,,,,,,,,,,,,,,,,,
060401,"Administrative activities: class for degree, certification, or licensure",,,,,,,,,,,,,,,,,,,,,,,,
,,"enrolling in class (degree, certificate, or licensure)","getting ID for class (degree, certificate, or licensure)",,,,,,,,,,,,,,,,,,,,,,
,,"registering for class (degree, certificate, or licensure)",paying tuition/fees for class (degree),,,,,,,,,,,,,,,,,,,,,,
,,"looking at course descriptions/listings (degree, certificate, or licensure)","getting parking pass for class
 (degree, certificate, or licensure)",,,,,,,,,,,,,,,,,,,,,,
060402,Administrative activities: class for personal interest,,,,,,,,,,,,,,,,,,,,,,,,
,,enrolling in class (personal interest),paying tuition for class (personal interest),,,,,,,,,,,,,,,,,,,,,,
,,registering for class (personal interest),getting parking pass for class (personal interest),,,,,,,,,,,,,,,,,,,,,,
,,getting ID for class (personal interest),paying fees for class (personal interest),,,,,,,,,,,,,,,,,,,,,,
060403,Waiting associated w/admin. activities (education),,,,,,,,,,,,,,,,,,,,,,,,
,,waiting in line to register/get ID,waiting in line to pay tuition/fees,,,,,,,,,,,,,,,,,,,,,,
,,waiting to enroll in class,,,,,,,,,,,,,,,,,,,,,,,
060499,"Administrative for education, n.e.c.*",,,,,,,,,,,,,,,,,,,,,,,,
,,registering for LSAT,registering for test prep class,,,,,,,,,,,,,,,,,,,,,,
,,registering for GMAT,registering for GRE,,,,,,,,,,,,,,,,,,,,,,
,,registering for CPA exam,registering for SAT,,,,,,,,,,,,,,,,,,,,,,
,,registering for MCAT,,,,,,,,,,,,,,,,,,,,,,,
069999,"Education, n.e.c.*",,,,,,,,,,,,,,,,,,,,,,,,
,,attending own graduation ceremony,taking the LSAT,,,,,,,,,,,,,,,,,,,,,,
,,taking the GMAT,taking the GRE,,,,,,,,,,,,,,,,,,,,,,
,,taking the CPA exam,taking the SAT,,,,,,,,,,,,,,,,,,,,,,
,,taking the MCAT,,,,,,,,,,,,,,,,,,,,,,,
070101,Grocery shopping,,,,,,,,,,,,,,,,,,,,,,,,
,,buying/ordering/paying for groceries,talking to the produce manager,,,,,,,,,,,,,,,,,,,,,,
,,ordering groceries online,,,,,,,,,,,,,,,,,,,,,,,
070102,Purchasing gas,,,,,,,,,,,,,,,,,,,,,,,,
,,buying gas/paying for gasoline,talking to gas station attendant,,,,,,,,,,,,,,,,,,,,,,
,,pumping gas,,,,,,,,,,,,,,,,,,,,,,,
070103,Purchasing food (not groceries),,,,,,,,,,,,,,,,,,,,,,,,
,,paying the pizza delivery person,paying for meal at restaurant  ,,,,,,,,,,,,,,,,,,,,,,
,,paying check for a meal/drink/snack,picking up take-out food ,,,,,,,,,,,,,,,,,,,,,,
,,buying fast food,placing order at a deli/fast food place,,,,,,,,,,,,,,,,,,,,,,
,,paying for fast food at drive-through,talking to fast food cashier/talking to the waiter,,,,,,,,,,,,,,,,,,,,,,
070104,"Shopping, except groceries, food and gas",,,,,,,,,,,,,,,,,,,,,,,,
,,buying movie tickets,paying for purchases,,,,,,,,,,,,,,,,,,,,,,
,,browsing/shopping but not yet buying,paying for movie tickets,,,,,,,,,,,,,,,,,,,,,,
,,"shopping at warehouse stores (Wal-Mart, Costco, Super-K, etc.)",buying/ordering clothes,,,,,,,,,,,,,,,,,,,,,,
,,shopping at mall,buying books/CDs/other items ,,,,,,,,,,,,,,,,,,,,,,
,,ordering products,looking at products ,,,,,,,,,,,,,,,,,,,,,,
,,shopping at e-bay/flea markets/auctions,shopping at yard sales,,,,,,,,,,,,,,,,,,,,,,
,,shopping for a new or used car,buying gardening supplies,,,,,,,,,,,,,,,,,,,,,,
,,test-driving a vehicle,renting a tuxedo,,,,,,,,,,,,,,,,,,,,,,
,,buying/paying for a new or used car,renting a rug shampooer,,,,,,,,,,,,,,,,,,,,,,
,,checking out of hotel/motel/B&B,renting lawn equipment,,,,,,,,,,,,,,,,,,,,,,
,,browsing/shopping at fundraisers,ordering concert tickets/ordering football tickets,,,,,,,,,,,,,,,,,,,,,,
,,dropping off products for repairs,visiting a book fair,,,,,,,,,,,,,,,,,,,,,,
,,buying everyday consumer goods,talking to the salesclerk,,,,,,,,,,,,,,,,,,,,,,
,,buying a pet,returning videotapes to store/renting a movie,,,,,,,,,,,,,,,,,,,,,,
,,buying appliances,picking up prescriptions/film,,,,,,,,,,,,,,,,,,,,,,
,,renting products,looking through catalogs,,,,,,,,,,,,,,,,,,,,,,
,,returning consumer goods,looking at products in catalogs,,,,,,,,,,,,,,,,,,,,,,
,,renting a car/truck/van,buying postage stamps,,,,,,,,,,,,,,,,,,,,,,
,,paying for a rental car/truck/van,window shopping,,,,,,,,,,,,,,,,,,,,,,
,,buying airline tickets online,checking into hotel/motel/B&B,,,,,,,,,,,,,,,,,,,,,,
070105,Waiting associated with shopping,,,,,,,,,,,,,,,,,,,,,,,,
,,waiting in line to purchase groceries,waiting in line to pay for goods/buy gas,,,,,,,,,,,,,,,,,,,,,,
070199,"Shopping, n.e.c.*",,,,,,,,,,,,,,,,,,,,,,,,
070201,Comparison shopping,,,,,,,,,,,,,,,,,,,,,,,,
,,researching items/prices/availability,browsing through circulars,,,,,,,,,,,,,,,,,,,,,,
,,reading product reviews,comparing prices at different stores,,,,,,,,,,,,,,,,,,,,,,
,,comparison shopping on the Internet,,,,,,,,,,,,,,,,,,,,,,,
070299,"Researching purchases, n.e.c.*",,,,,,,,,,,,,,,,,,,,,,,,
070301,Security procedures rel. to consumer purchases,,,,,,,,,,,,,,,,,,,,,,,,
,,"opening bags for security search 
(consumer purchases)","passing through metal detector
 (consumer purchases)",,,,,,,,,,,,,,,,,,,,,,
,,being searched at security checkpoint (consumer purchases),,,,,,,,,,,,,,,,,,,,,,,
070399,"Security procedures rel. to consumer purchases, n.e.c.*",,,,,,,,,,,,,,,,,,,,,,,,
079999,"Consumer purchases, n.e.c.*",,,,,,,,,,,,,,,,,,,,,,,,
080101,Using paid childcare services,,,,,,,,,,,,,,,,,,,,,,,,
,,hiring a nanny or babysitter,"paying for lessons, instructions",,,,,,,,,,,,,,,,,,,,,,
,,paying for daycare,paying for tutorial services,,,,,,,,,,,,,,,,,,,,,,
,,checking out daycare facility,hiring a tutor,,,,,,,,,,,,,,,,,,,,,,
,,paying for summer camp,paying for after school care program,,,,,,,,,,,,,,,,,,,,,,
,,talking to/with the daycare provider,meeting with daycare providers,,,,,,,,,,,,,,,,,,,,,,
,,talking to/with the camp counselor,talking to/with babysitter,,,,,,,,,,,,,,,,,,,,,,
080102,Waiting associated w/purchasing childcare svcs,,,,,,,,,,,,,,,,,,,,,,,,
,,waiting to meet a childcare provider,,,,,,,,,,,,,,,,,,,,,,,
080199,"Using paid childcare services, n.e.c.*",,,,,,,,,,,,,,,,,,,,,,,,
080201,Banking,,,,,,,,,,,,,,,,,,,,,,,,
,,doing banking,finding out information about loans,,,,,,,,,,,,,,,,,,,,,,
,,"making a withdrawal, deposit, transfer",meeting with loan officer,,,,,,,,,,,,,,,,,,,,,,
,,applying for a loan or mortgage,talking to/with the bank manager,,,,,,,,,,,,,,,,,,,,,,
,,filling in loan applications,talking to/with a teller,,,,,,,,,,,,,,,,,,,,,,
,,using the ATM,talking to/with a loan officer,,,,,,,,,,,,,,,,,,,,,,
,,checking a bank account online,applying for a loan online,,,,,,,,,,,,,,,,,,,,,,
080202,Using other financial services,,,,,,,,,,,,,,,,,,,,,,,,
,,meeting with an accountant,meeting with claims adjuster,,,,,,,,,,,,,,,,,,,,,,
,,meeting with stockbroker,talking to/with claims adjusters,,,,,,,,,,,,,,,,,,,,,,
,,completing a credit card application,talking to/with an accountant,,,,,,,,,,,,,,,,,,,,,,
,,meeting w/insurance agent,talking to/with stock broker,,,,,,,,,,,,,,,,,,,,,,
,,talking to/with insurance agents,applying for a credit card online,,,,,,,,,,,,,,,,,,,,,,
080203,Waiting associated w/banking/financial services,,,,,,,,,,,,,,,,,,,,,,,,
,,waiting in line at the bank,,,,,,,,,,,,,,,,,,,,,,,
080299,"Using financial services and banking, n.e.c.*",,,,,,,,,,,,,,,,,,,,,,,,
080301,Using legal services,,,,,,,,,,,,,,,,,,,,,,,,
,,paying a lawyer,talking to/with a mediator,,,,,,,,,,,,,,,,,,,,,,
,,meeting with a lawyer/paralegal,talking to/with a paralegal/arbitrator,,,,,,,,,,,,,,,,,,,,,,
,,talking to/with a lawyer,meeting with arbitrator/mediator,,,,,,,,,,,,,,,,,,,,,,
080302,Waiting associated with legal services,,,,,,,,,,,,,,,,,,,,,,,,
,,waiting to meet a lawyer,,,,,,,,,,,,,,,,,,,,,,,
080399,"Using legal services, n.e.c.*",,,,,,,,,,,,,,,,,,,,,,,,
080401,Using health and care services outside the home,,,,,,,,,,,,,,,,,,,,,,,,
,,having dental work done,talking to/with a pharmacist,,,,,,,,,,,,,,,,,,,,,,
,,having an eye exam,having wisdom teeth removed,,,,,,,,,,,,,,,,,,,,,,
,,having inpatient treatment,attending group therapy,,,,,,,,,,,,,,,,,,,,,,
,,having outpatient treatment,having acupuncture,,,,,,,,,,,,,,,,,,,,,,
,,having a doctor's appointment,talking to/with a doctor,,,,,,,,,,,,,,,,,,,,,,
,,having a physical,talking to/with a nurse,,,,,,,,,,,,,,,,,,,,,,
,,seeing a psychologist,talking to/with a healthcare practitioner,,,,,,,,,,,,,,,,,,,,,,
,,receiving physical therapy,purchasing adult daycare,,,,,,,,,,,,,,,,,,,,,,
,,seeing a chiropractor,paying for adult care services,,,,,,,,,,,,,,,,,,,,,,
,,making a co-payment,paying for long-term care,,,,,,,,,,,,,,,,,,,,,,
,,paying for healthcare services,purchasing elder care services,,,,,,,,,,,,,,,,,,,,,,
,,talking to/with a physical therapist,purchasing hospice/respite care ,,,,,,,,,,,,,,,,,,,,,,
,,talking to/with a psychologist,checking out adult care facility,,,,,,,,,,,,,,,,,,,,,,
,,paying the doctor,,,,,,,,,,,,,,,,,,,,,,,
080402,Using in-home health and care services,,,,,,,,,,,,,,,,,,,,,,,,
,,receiving in-home healthcare,hiring someone to look after hh adult,,,,,,,,,,,,,,,,,,,,,,
080403,Waiting associated with medical services,,,,,,,,,,,,,,,,,,,,,,,,
,,waiting at the physician's office,waiting for surgery,,,,,,,,,,,,,,,,,,,,,,
,,waiting for lab test results,,,,,,,,,,,,,,,,,,,,,,,
080499,"Using medical services, n.e.c.*",,,,,,,,,,,,,,,,,,,,,,,,
080501,Using personal care services,,,,,,,,,,,,,,,,,,,,,,,,
,,getting a haircut,talking to/with the hair stylist,,,,,,,,,,,,,,,,,,,,,,
,,having nails done,talking to/with the manicurist,,,,,,,,,,,,,,,,,,,,,,
,,having a facial,having a pedicure,,,,,,,,,,,,,,,,,,,,,,
,,having a massage,getting hair done,,,,,,,,,,,,,,,,,,,,,,
,,paying for a haircut,getting a tan at the tanning salon,,,,,,,,,,,,,,,,,,,,,,
080502,Waiting associated w/personal care services,,,,,,,,,,,,,,,,,,,,,,,,
,,waiting for the barber,,,,,,,,,,,,,,,,,,,,,,,
080599,"Using personal care services, n.e.c.*",,,,,,,,,,,,,,,,,,,,,,,,
080601,Activities rel. to purchasing/selling real estate,,,,,,,,,,,,,,,,,,,,,,,,
,,looking at property,talking to/with a home buyer,,,,,,,,,,,,,,,,,,,,,,
,,"purchasing house, apartment, land",talking to/with a home seller,,,,,,,,,,,,,,,,,,,,,,
,,reviewing house information,writing a contract on an apartment,,,,,,,,,,,,,,,,,,,,,,
,,reading real estate ads,"putting up ""for sale"" signs for house",,,,,,,,,,,,,,,,,,,,,,
,,"renting house, apartment, land",attending open house (real estate) ,,,,,,,,,,,,,,,,,,,,,,
,,writing a contract on a house/property,talking to home inspector,,,,,,,,,,,,,,,,,,,,,,
,,renting storage space,meeting a real estate agent,,,,,,,,,,,,,,,,,,,,,,
,,closing on house/condominium,signing a lease,,,,,,,,,,,,,,,,,,,,,,
,,talking to/with a real estate agent,signing a housing contract,,,,,,,,,,,,,,,,,,,,,,
080602,Waiting associated w/purchasing/selling real estate,,,,,,,,,,,,,,,,,,,,,,,,
,,waiting for a real estate agent,,,,,,,,,,,,,,,,,,,,,,,
080699,"Using real estate services, n.e.c.*",,,,,,,,,,,,,,,,,,,,,,,,
080701,Using veterinary services,,,,,,,,,,,,,,,,,,,,,,,,
,,purchasing medicine for a pet,talking to/with vet assistant/vet tech.,,,,,,,,,,,,,,,,,,,,,,
,,paying for veterinary services,paying for pet health insurance,,,,,,,,,,,,,,,,,,,,,,
,,talking to/with vet,,,,,,,,,,,,,,,,,,,,,,,
080702,Waiting associated with veterinary services,,,,,,,,,,,,,,,,,,,,,,,,
,,waiting for the vet,,,,,,,,,,,,,,,,,,,,,,,
080799,"Using veterinary services, n.e.c.*",,,,,,,,,,,,,,,,,,,,,,,,
080801,Security procedures rel. to professional/personal svcs.,,,,,,,,,,,,,,,,,,,,,,,,
,,opening bags for security search (professional svcs),passing through metal detector (professional svcs),,,,,,,,,,,,,,,,,,,,,,
,,being searched at security checkpoint (professional svcs),,,,,,,,,,,,,,,,,,,,,,,
080899,Security procedures rel. to professional/personal svcs n.e.c.*,,,,,,,,,,,,,,,,,,,,,,,,
089999,"Professional and personal services, n.e.c.*",,,,,,,,,,,,,,,,,,,,,,,,
,,sitting for photos at a portrait studio,having a family portrait made,,,,,,,,,,,,,,,,,,,,,,
,,meeting with a wedding planner,,,,,,,,,,,,,,,,,,,,,,,
090101,Using interior cleaning services ,,,,,,,,,,,,,,,,,,,,,,,,
,,hiring a cleaning service or maid,talking to/meeting with the maid/maid service,,,,,,,,,,,,,,,,,,,,,,
,,hiring a butler,hiring carpet cleaners,,,,,,,,,,,,,,,,,,,,,,
,,paying a cleaning service,,,,,,,,,,,,,,,,,,,,,,,
090102,Using meal preparation services,,,,,,,,,,,,,,,,,,,,,,,,
,,hiring a caterer,meeting a caterer,,,,,,,,,,,,,,,,,,,,,,
,,hiring wait staff/bartender for a party,tipping the wait staff or bartender,,,,,,,,,,,,,,,,,,,,,,
,,hiring a personal chef,talking to/meeting with caterer,,,,,,,,,,,,,,,,,,,,,,
,,paying the caterer,talking to/meeting with reception planner,,,,,,,,,,,,,,,,,,,,,,
,,paying the wait staff,,,,,,,,,,,,,,,,,,,,,,,
090103,Using clothing repair and cleaning services,,,,,,,,,,,,,,,,,,,,,,,,
,,dropping off clothes at the dry cleaners,having a suit tailored,,,,,,,,,,,,,,,,,,,,,,
,,having a garment altered,having a dress hemmed,,,,,,,,,,,,,,,,,,,,,,
,,having shirts laundered,paying the drycleaner,,,,,,,,,,,,,,,,,,,,,,
,,picking up clothing at the dry cleaners,paying the tailor,,,,,,,,,,,,,,,,,,,,,,
090104,Waiting associated with using household services,,,,,,,,,,,,,,,,,,,,,,,,
,,waiting for the cleaning service,waiting for meal preparation services,,,,,,,,,,,,,,,,,,,,,,
,,watching paid cook prepare a meal,,,,,,,,,,,,,,,,,,,,,,,
090199,"Using household services, n.e.c.*",,,,,,,,,,,,,,,,,,,,,,,,
090201,Using home maint/repair/décor/construction svcs,,,,,,,,,,,,,,,,,,,,,,,,
,,hiring an electrician or plumber,hiring someone to clean house siding,,,,,,,,,,,,,,,,,,,,,,
,,hiring/meeting w/interior designer,hiring/meeting w/interior decorator,,,,,,,,,,,,,,,,,,,,,,
,,hiring a prof. home remodeling svc.,hiring someone to repair house siding,,,,,,,,,,,,,,,,,,,,,,
,,hiring a contractor,meeting with a contractor,,,,,,,,,,,,,,,,,,,,,,
,,hiring/meeting with an architect,talking to/with electrician or plumber,,,,,,,,,,,,,,,,,,,,,,
,,paying to have your roof repaired,talking to/with the interior designer,,,,,,,,,,,,,,,,,,,,,,
,,hiring someone to build an addition,talking to/with the contractor,,,,,,,,,,,,,,,,,,,,,,
,,hiring appliance repairer,talking to/with computer technician,,,,,,,,,,,,,,,,,,,,,,
,,hiring someone to fix your computer,hiring movers,,,,,,,,,,,,,,,,,,,,,,
,,paying a contractor,talking to/meeting with movers,,,,,,,,,,,,,,,,,,,,,,
,,paying a plumber or electrician,paying a decorator,,,,,,,,,,,,,,,,,,,,,,
,,hiring window washers,hiring driveway pavers,,,,,,,,,,,,,,,,,,,,,,
,,hiring deck cleaners/refinishers,,,,,,,,,,,,,,,,,,,,,,,
090202,Waiting associated w/ home main/repair/décor/constr,,,,,,,,,,,,,,,,,,,,,,,,
,,waiting for architect,waiting while repairs are made,,,,,,,,,,,,,,,,,,,,,,
,,watching repair person,watching movers,,,,,,,,,,,,,,,,,,,,,,
,,waiting for cleaners to finish,,,,,,,,,,,,,,,,,,,,,,,
090299,"Using home maint/repair/décor/constr services, n.e.c.*",,,,,,,,,,,,,,,,,,,,,,,,
090301,Using pet services,,,,,,,,,,,,,,,,,,,,,,,,
,,attending animal obedience classes,hiring a pet trainer,,,,,,,,,,,,,,,,,,,,,,
,,hiring a pet sitter/walker,meeting with pet trainer,,,,,,,,,,,,,,,,,,,,,,
,,paying the pet sitter/walker,meeting with kennel caretakers,,,,,,,,,,,,,,,,,,,,,,
,,talking to/with animal trainer,talking to/with animal caretaker,,,,,,,,,,,,,,,,,,,,,,
,,talking to/with the groomer,paying the pet groomer,,,,,,,,,,,,,,,,,,,,,,
,,talking to/with the pet sitter,paying the animal trainer,,,,,,,,,,,,,,,,,,,,,,
090302,Waiting associated with pet services,,,,,,,,,,,,,,,,,,,,,,,,
,,waiting for pet services,watching pet groomer,,,,,,,,,,,,,,,,,,,,,,
,,watching pet trainer,,,,,,,,,,,,,,,,,,,,,,,
090399,"Using pet services, n.e.c.*",,,,,,,,,,,,,,,,,,,,,,,,
090401,Using lawn and garden services,,,,,,,,,,,,,,,,,,,,,,,,
,,hiring a landscaper,talking to person who cuts your grass,,,,,,,,,,,,,,,,,,,,,,
,,hiring someone to water houseplants,hiring someone to water lawn/flowers,,,,,,,,,,,,,,,,,,,,,,
,,hiring someone to cut grass,hiring someone to shovel snow,,,,,,,,,,,,,,,,,,,,,,
,,meeting with landscaper,hiring someone to rake leaves,,,,,,,,,,,,,,,,,,,,,,
,,talking to/with a plant-sitter,paying the landscaper,,,,,,,,,,,,,,,,,,,,,,
,,talking to/with the landscaper,,,,,,,,,,,,,,,,,,,,,,,
090402,Waiting associated with using lawn & garden services,,,,,,,,,,,,,,,,,,,,,,,,
,,waiting for landscaper,watching landscaper,,,,,,,,,,,,,,,,,,,,,,
090499,"Using lawn and garden services, n.e.c.*",,,,,,,,,,,,,,,,,,,,,,,,
090501,Using vehicle maintenance or repair services,,,,,,,,,,,,,,,,,,,,,,,,
,,paying for a tune-up/oil change,talking to/with mechanic,,,,,,,,,,,,,,,,,,,,,,
,,paying for a car wash,talking to/with auto body repair person,,,,,,,,,,,,,,,,,,,,,,
,,paying for repair work done on car,paying a mechanic,,,,,,,,,,,,,,,,,,,,,,
,,talking to/with service person,,,,,,,,,,,,,,,,,,,,,,,
090502,Waiting associated with vehicle main. or repair svcs,,,,,,,,,,,,,,,,,,,,,,,,
,,waiting while car is repaired,watching car being washed,,,,,,,,,,,,,,,,,,,,,,
,,waiting while car is washed,,,,,,,,,,,,,,,,,,,,,,,
090599,"Using vehicle maint. & repair svcs, n.e.c.*",,,,,,,,,,,,,,,,,,,,,,,,
099999,"Using household services, n.e.c.*",,,,,,,,,,,,,,,,,,,,,,,,
,,talking to telephone repairperson,using butchering services,,,,,,,,,,,,,,,,,,,,,,
100101,Using police and fire services,,,,,,,,,,,,,,,,,,,,,,,,
,,obtaining police or fire services,helping the police with something,,,,,,,,,,,,,,,,,,,,,,
,,being questioned by police,talking to police officer,,,,,,,,,,,,,,,,,,,,,,
,,being stopped for traffic violation,meeting with detective,,,,,,,,,,,,,,,,,,,,,,
100102,Using social services,,,,,,,,,,,,,,,,,,,,,,,,
,,applying for social services,collecting social security/workers comp ,,,,,,,,,,,,,,,,,,,,,,
,,filling out forms to receive compensation,applying for relief services,,,,,,,,,,,,,,,,,,,,,,
,,applying for unemployment benefits,filling out forms to receive benefits,,,,,,,,,,,,,,,,,,,,,,
,,"applying for welfare, food stamps,  etc",talking to a social services worker,,,,,,,,,,,,,,,,,,,,,,
,,collecting unemployment benefits,meeting social worker,,,,,,,,,,,,,,,,,,,,,,
